baseMean,log2FoldChange,lfcSE,pvalue,padj
1241.1119630228386,1.4149838297297543,0.29232153755082346,1.9939694813371767e-7,1.9643766155407706e-6
0.581147750927214,0.03903184359329665,0.7500618865563913,0.8659914764987247,NA
136.93449183419247,1.9738458549344684,0.3972050411062008,5.724458289987891e-8,6.313751083911231e-7
23.48585169749459,0.07297800814258167,0.5022044832436354,0.8385542189304889,0.8873905432284583
4.337327559018211,0.6630328264363962,1.001873147587357,0.08085377548627085,0.16999515745938829
1261.8457470639328,-1.9856174483048543,0.1394106085946815,6.639973865366737e-47,1.7063784266297462e-43
1012.8758288607985,0.4673757288949897,0.32539532414862316,0.1042862190643464,0.20590547631967154
2633.7743232663856,1.5707912941939581,0.462032438697927,6.133798638583721e-5,3.589489385474384e-4
365.37085414323633,-0.44191596793220006,0.2696803609245937,0.07537278660284749,0.1612800116805785
4799.415616730657,-1.9622677613530048,0.33338307904343606,1.9277104508649124e-10,3.4165106700107303e-9
49.19173682900744,-0.23487822312963982,0.33827606456754505,0.4354706653919822,0.5611117971303178
9.695225673370217,0.5802019603918698,0.7633229730554488,0.1609305436677624,0.2808205985099794
1.702002258387775,0.07028725952787288,0.7568941461550097,0.6703046046661658,NA
14.708136330882883,0.7693327455925376,0.688096974893476,0.08133597366070051,0.17069002770814287
2.429009162205262,0.06393540142381764,0.7417837372342708,0.6095310155972822,NA
44.79140336114561,-0.9265960545050749,0.5813409339778455,0.02515799222118227,0.06785336604420858
490.6477285967981,0.02445561748589987,0.23000887125170236,0.9117246481605683,0.9402095101903498
711.9749481570036,0.3618323556552384,0.34354965464040355,0.22297813560957558,0.3538108566182107
237.596792477289,0.4789994092930122,0.21793297089162844,0.021670582651072894,0.06007583777317773
34.1111976122257,-0.866147842753696,0.5024656833792804,0.029130072337114284,0.07644359901857752
146.2888426234987,0.15250938624802898,0.21043386074599207,0.45211889041988285,0.5758320524632327
1582.137303851086,-1.449520845641699,0.3163046629132702,7.984082591974203e-7,6.96873662042814e-6
6.452429579540378,-0.015267201063063196,0.6290381157032013,0.961409904400922,0.973832705107813
16.344680003159667,2.301319710949194,1.2153801996535167,0.002183816854533467,0.00857744135288265
3.051203885967958,0.015527904394419772,0.7478624304513684,0.8792730267387785,0.9172047873722204
19.580402436530672,0.5983440188573671,0.5330294923483626,0.13888159544745132,0.2523831720885142
3934.4601058090793,-2.346055532887192,0.32762388598021547,3.590318069504602e-14,1.2917246350463657e-12
4171.094519091938,-1.362071803628592,0.16276135435716435,1.3982406314384977e-17,9.080487624168642e-16
17.994419848318714,1.7540981674712415,1.2603385023081757,0.005314961052306096,0.018415029732267787
12.5694419079591,-0.04359898529118318,0.6652041019022886,0.8550998247550183,0.8993446414591924
1000.3366616849171,-0.7084182521194838,0.1669743737365377,1.2871652569433897e-5,8.65924300940712e-5
693.3076033965583,-0.3108032278189058,0.20735491935585926,0.11622178819415178,0.22279558267525537
54.14783567741021,0.3046552082848988,0.5228495639234166,0.41528738903041623,0.5416621839666588
2.998935239368517,0.3210463694891146,0.7333300476307133,0.3272806576416345,NA
827.0591015093953,3.3731825263307744,0.43560847944228215,1.4562884042194222e-16,7.820051374180056e-15
4.72381744468434,0.12906920092044077,0.7370222335816982,0.4070305254336851,0.5336009417013964
2.0217143320565194,0.013018099630650173,0.7535664201127599,0.7294725382932006,NA
2.465879916413234,0.08508347510178971,0.7623926771360164,0.4120601145746098,NA
23.413922989487297,0.363354009918961,0.6285008175899272,0.31747570629297966,0.45004495512249104
44.34417616359349,1.2410663416367917,0.48403612794396,0.0022944222774036564,0.008951282226895332
4.004401004601829,0.8894605563029035,1.2773947876973815,0.05580764167404535,0.12865867821022706
23.841379266075453,1.828829400869946,0.9804598724070309,0.004843905254672004,0.017028925469277836
883.4789712706942,-2.5294395649346124,0.29302246650736175,1.8830043729652947e-19,1.6686387027227925e-17
2.1160446705316156,0.3025782078292473,0.8159662366843069,0.19096012713111926,NA
346.1065648771012,-0.42034588672472817,0.16212815345788711,0.007749464414412818,0.025415700155127105
510.71882061096056,0.14697074504512256,0.273741572886208,0.5645789359498778,0.6740342603506138
366.917336259406,-0.6674496511245951,0.2427154387656455,0.0035634729762913275,0.01306364690656301
442.76542159356745,0.16906789250882934,0.42887498683359554,0.6065047397386365,0.7087906037262608
95.24859765392326,-0.1180634263581526,0.25744269529405744,0.6233888169062978,0.7225381442182692
868.0846447317525,1.986084861022656,0.3059882851980834,9.49120073045964e-12,2.197781011581918e-10
59.25299167409296,1.2904928011122598,0.47719385687467847,0.001159715823042402,0.004920313193563625
47.89176802950666,-1.8398873814044243,0.459918589339761,5.8530177767959795e-6,4.254138860072035e-5
17.87803253569733,0.8273137672102673,0.5303324602601264,0.04554865327448817,0.10949815899435622
24.049928560435113,4.764246703764401,0.90860188591432,1.7874955130843123e-8,2.142255615248081e-7
